t,phi,R,N,Zmean,vZ_mean
0.010,7,9.50, 6006.0,-0.003,-4.0670e-02
0.010,7,10.50, 4749.0,-0.003,-2.2933e-01
0.010,7,11.50, 3921.0,0.001,-3.4456e-01
0.010,7,12.50, 3174.0,-0.007,-1.1480e-01
0.010,7,13.50, 2461.0,-0.002,-1.2620e-01
0.010,7,14.50, 1936.0,0.011,-1.4416e-01
0.010,7,15.50, 1564.0,-0.004,-3.4575e-02
0.010,8,5.50, 13485.0,-0.003,4.6079e-02
0.010,8,6.50, 11368.0,0.002,3.5589e-01
0.010,8,7.50, 9198.0,-0.001,1.9838e-01
0.010,8,8.50, 7457.0,0.001,-3.1946e-01
0.010,8,9.50, 6197.0,0.003,-2.5406e-01
0.010,8,10.50, 4923.0,-0.002,-1.7489e-01
0.010,8,11.50, 4017.0,-0.004,-1.6299e-01
0.010,8,12.50, 3086.0,-0.008,-4.3159e-01
0.010,8,13.50, 2453.0,-0.006,-4.4291e-01
0.010,8,14.50, 1948.0,0.011,-2.4077e-01
0.010,8,15.50, 1580.0,-0.000,-1.8820e-01
0.010,9,5.50, 13603.0,0.001,-2.0301e-01
0.010,9,6.50, 11116.0,0.003,1.7296e-01
0.010,9,7.50, 9351.0,0.003,1.7069e-01
0.010,9,8.50, 7413.0,0.000,-4.0006e-01
0.010,9,9.50, 6081.0,-0.003,9.7352e-03
0.010,9,10.50, 4841.0,-0.001,-1.5059e-01
0.010,9,11.50, 4024.0,0.001,-5.8905e-02
0.010,9,12.50, 3135.0,-0.003,2.1770e-01
0.010,9,13.50, 2541.0,0.000,-1.0339e-01
0.010,9,14.50, 1969.0,-0.001,-2.5786e-01
0.010,9,15.50, 1547.0,-0.017,-1.2746e-01
0.010,10,5.50, 13586.0,-0.003,6.8817e-02
0.010,10,6.50, 11257.0,-0.000,-2.7775e-01
0.010,10,7.50, 9239.0,0.000,2.5972e-01
0.010,10,8.50, 7482.0,-0.001,-1.7489e-02
0.010,10,9.50, 6168.0,0.006,9.5256e-02
0.010,10,10.50, 4989.0,0.002,-5.8524e-02
0.010,10,11.50, 3911.0,0.004,-3.2476e-01
0.010,10,12.50, 3128.0,0.002,-1.6930e-01
0.010,10,13.50, 2507.0,0.009,-1.5109e-02
0.010,10,14.50, 1979.0,-0.004,-3.8687e-01
0.010,10,15.50, 1568.0,-0.000,-2.7108e-01
0.010,11,5.50, 13515.0,0.003,3.5632e-01
0.010,11,6.50, 11345.0,0.002,5.2174e-02
0.010,11,7.50, 9200.0,-0.001,1.6363e-01
0.010,11,8.50, 7421.0,0.000,1.8972e-01
0.010,11,9.50, 6080.0,0.003,1.8816e-01
0.010,11,10.50, 4843.0,-0.005,-2.1465e-01
0.010,11,11.50, 3961.0,-0.003,-4.2389e-01
0.010,11,12.50, 3071.0,0.003,5.0390e-02
0.010,11,13.50, 2523.0,-0.004,6.6146e-02
0.010,11,14.50, 1957.0,-0.002,-4.2984e-01
0.010,11,15.50, 1578.0,-0.011,-3.7676e-01
0.010,12,5.50, 13560.0,-0.002,4.1886e-01
0.010,12,6.50, 11263.0,0.002,1.6338e-01
0.010,12,7.50, 9113.0,-0.002,-1.6908e-01
0.010,12,8.50, 7398.0,-0.008,-4.1771e-01
0.010,12,9.50, 6039.0,-0.005,-1.0199e-01
0.010,12,10.50, 4978.0,0.001,1.2280e-02
0.010,12,11.50, 3983.0,0.002,-2.2340e-01
0.010,12,12.50, 3131.0,0.001,-4.3989e-02
0.010,12,13.50, 2484.0,0.000,-3.9503e-01
0.010,12,14.50, 1944.0,0.006,3.6138e-02
0.010,12,15.50, 1548.0,0.005,-3.5994e-01
0.010,13,5.50, 13416.0,-0.003,1.9545e-01
0.010,13,6.50, 11109.0,-0.000,-1.2930e-01
0.010,13,7.50, 9128.0,-0.000,-2.5709e-01
0.010,13,8.50, 7524.0,-0.004,-1.9350e-01
0.010,13,9.50, 6105.0,0.002,1.0826e-01
0.010,13,10.50, 4861.0,0.002,2.9464e-01
0.010,13,11.50, 3934.0,0.000,2.6456e-01
0.010,13,12.50, 3136.0,0.002,3.2404e-01
0.010,13,13.50, 2453.0,0.005,1.8991e-01
0.010,13,14.50, 2015.0,-0.002,-1.1644e-01
0.010,13,15.50, 1534.0,-0.005,-6.4771e-02
0.010,14,5.50, 13476.0,0.004,1.7201e-01
0.010,14,6.50, 11176.0,0.002,-1.8424e-01
0.010,14,7.50, 9283.0,0.001,1.6090e-01
0.010,14,8.50, 7512.0,-0.005,7.6804e-02
0.010,14,9.50, 6093.0,0.007,1.3038e-01
0.010,14,10.50, 4976.0,0.002,-2.2201e-01
0.010,14,11.50, 3828.0,0.006,2.0821e-01
0.010,14,12.50, 3227.0,0.005,3.0764e-01
0.010,14,13.50, 2502.0,0.001,1.5715e-01
0.010,14,14.50, 2028.0,-0.008,6.2217e-02
0.010,14,15.50, 1502.0,0.002,2.0598e-01
0.010,15,5.50, 13497.0,0.000,-1.8906e-02
0.010,15,6.50, 11273.0,-0.003,-1.8976e-01
0.010,15,7.50, 9187.0,-0.005,3.3362e-01
0.010,15,8.50, 7514.0,0.002,4.7225e-02
0.010,15,9.50, 5960.0,0.001,-1.3671e-01
0.010,15,10.50, 4937.0,-0.000,1.7472e-01
0.010,15,11.50, 4011.0,-0.002,3.6832e-01
0.010,15,12.50, 3124.0,0.004,1.7434e-01
0.010,15,13.50, 2506.0,0.002,-1.0412e-01
0.010,15,14.50, 1977.0,0.009,1.6992e-02
0.010,15,15.50, 1492.0,-0.002,2.3635e-01
0.010,16,5.50, 13543.0,0.001,2.9209e-01
0.010,16,6.50, 11259.0,-0.004,4.9056e-01
0.010,16,7.50, 9236.0,0.002,2.0650e-01
0.010,16,8.50, 7425.0,0.000,1.5360e-01
0.010,16,9.50, 6096.0,-0.005,3.1408e-02
0.010,16,10.50, 4858.0,-0.000,1.8491e-01
0.010,16,11.50, 4001.0,-0.005,3.5736e-02
0.010,16,12.50, 3138.0,-0.005,9.4010e-02
0.010,16,13.50, 2485.0,0.008,2.6325e-01
0.010,16,14.50, 1954.0,-0.009,8.1153e-02
0.010,16,15.50, 1556.0,0.002,-4.4432e-02
0.010,17,5.50, 13652.0,0.000,-3.8605e-02
0.010,17,6.50, 11187.0,0.001,4.4337e-02
0.010,17,7.50, 9400.0,0.002,-1.4911e-02
0.010,17,8.50, 7546.0,-0.002,7.3330e-02
0.010,17,9.50, 6152.0,0.006,-7.1114e-02
0.010,17,10.50, 4827.0,0.001,-1.4267e-02
0.010,17,11.50, 4012.0,0.002,1.8165e-01
0.010,17,12.50, 3114.0,0.002,1.8187e-01
0.010,17,13.50, 2538.0,0.000,2.9461e-01
0.010,17,14.50, 1913.0,-0.003,2.7593e-01
0.010,17,15.50, 1541.0,0.000,3.2007e-01
0.010,18,5.50, 13707.0,0.000,4.1861e-01
0.010,18,6.50, 11326.0,0.004,-1.3055e-01
0.010,18,7.50, 9135.0,-0.002,-1.6344e-01
0.010,18,8.50, 7352.0,-0.002,2.5235e-01
0.010,18,9.50, 6011.0,0.004,1.8488e-01
0.010,18,10.50, 4854.0,0.005,1.7538e-01
0.010,18,11.50, 3939.0,-0.001,-2.5799e-01
0.010,18,12.50, 3086.0,0.005,-1.8219e-01
0.010,18,13.50, 2515.0,-0.005,6.3033e-02
0.010,18,14.50, 1983.0,0.002,3.3021e-04
0.010,18,15.50, 1577.0,-0.002,4.1610e-01
0.010,19,5.50, 13742.0,-0.003,1.6039e-01
0.010,19,6.50, 11326.0,-0.002,-3.4650e-01
0.010,19,7.50, 9174.0,-0.001,-1.0143e-01
0.010,19,8.50, 7614.0,-0.001,9.6945e-02
0.010,19,9.50, 5745.0,0.003,5.9099e-02
0.010,19,10.50, 4925.0,-0.002,2.8310e-02
0.010,19,11.50, 3921.0,-0.003,-3.2995e-02
0.010,19,12.50, 3215.0,-0.003,4.7268e-02
0.010,19,13.50, 2473.0,0.008,-1.4835e-01
0.010,19,14.50, 1946.0,0.002,5.6113e-02
0.010,19,15.50, 1531.0,-0.001,1.1384e-01
0.010,20,5.50, 13700.0,-0.000,1.6522e-01
0.010,20,6.50, 11198.0,-0.001,1.1389e-01
0.010,20,7.50, 9242.0,0.004,-2.8230e-03
0.010,20,8.50, 7436.0,0.003,-1.2765e-02
0.010,20,9.50, 6058.0,0.003,4.0597e-01
0.010,20,10.50, 4928.0,-0.001,1.6062e-01
0.010,20,11.50, 3929.0,-0.000,2.0328e-01
0.010,20,12.50, 3083.0,0.002,4.6597e-01
0.010,20,13.50, 2569.0,0.002,3.4439e-01
0.010,20,14.50, 1965.0,0.012,-8.0821e-02
0.010,20,15.50, 1556.0,0.006,-2.1178e-01
0.010,21,5.50, 13273.0,-0.001,1.6573e-01
0.010,21,6.50, 11224.0,0.001,1.6959e-01
0.010,21,7.50, 9229.0,-0.003,-9.0448e-02
0.010,21,8.50, 7518.0,0.007,-3.3898e-02
0.010,21,9.50, 6144.0,0.004,1.7601e-02
0.010,21,10.50, 4989.0,0.002,-3.7345e-02
0.010,21,11.50, 4016.0,-0.009,1.9977e-01
0.010,21,12.50, 3244.0,-0.002,2.7142e-01
0.010,21,13.50, 2460.0,-0.007,-1.5128e-01
0.010,21,14.50, 2011.0,-0.002,-7.8551e-03
0.010,21,15.50, 1611.0,-0.002,1.7034e-01
0.010,22,5.50, 13574.0,0.002,-2.1141e-01
0.010,22,6.50, 11235.0,-0.002,-6.8491e-03
0.010,22,7.50, 9114.0,-0.002,3.1391e-02
0.010,22,8.50, 7284.0,0.004,2.0295e-01
0.010,22,9.50, 6199.0,0.002,-1.6309e-01
0.010,22,10.50, 4837.0,-0.004,-1.2674e-01
0.010,22,11.50, 3888.0,-0.001,-1.7527e-02
0.010,22,12.50, 3121.0,0.008,-4.2176e-02
0.010,22,13.50, 2425.0,-0.009,-6.4625e-02
0.010,22,14.50, 1958.0,0.010,-1.8526e-01
0.010,22,15.50, 1581.0,-0.003,-1.9812e-01
0.010,23,5.50, 13329.0,-0.002,2.8509e-01
0.010,23,6.50, 11296.0,0.000,7.6357e-02
0.010,23,7.50, 9202.0,0.003,-1.2116e-02
0.010,23,8.50, 7434.0,0.005,1.4155e-01
0.010,23,9.50, 6159.0,-0.003,1.1031e-01
0.010,23,10.50, 4875.0,-0.005,1.3309e-01
0.010,23,11.50, 3904.0,-0.008,5.2077e-03
0.010,23,12.50, 3141.0,0.007,-5.0553e-01
0.010,23,13.50, 2441.0,-0.002,-3.3337e-02
0.010,23,14.50, 2028.0,-0.003,7.8293e-02
0.010,23,15.50, 1547.0,0.003,-2.2304e-03
0.010,24,5.50, 13657.0,0.001,2.9565e-01
0.010,24,6.50, 11347.0,-0.000,2.2377e-01
0.010,24,7.50, 9156.0,-0.000,3.5051e-02
0.010,24,8.50, 7416.0,-0.003,-2.0633e-01
0.010,24,9.50, 6029.0,-0.002,-7.6057e-02
0.010,24,10.50, 4953.0,0.001,1.8066e-01
0.010,24,11.50, 3941.0,-0.007,-2.2913e-01
0.010,24,12.50, 3124.0,0.000,-2.2215e-02
0.010,24,13.50, 2556.0,-0.009,-2.2743e-01
0.010,24,14.50, 1988.0,0.008,-4.8916e-02
0.010,24,15.50, 1563.0,-0.016,-2.3021e-01
0.010,25,5.50, 13435.0,0.000,1.9111e-02
0.010,25,6.50, 11336.0,0.002,-1.3315e-01
0.010,25,7.50, 9156.0,0.002,7.8891e-02
0.010,25,8.50, 7505.0,-0.001,-1.7144e-01
0.010,25,9.50, 6057.0,0.003,-1.3023e-02
0.010,25,10.50, 4817.0,-0.005,-2.0677e-02
0.010,25,11.50, 3994.0,-0.004,-3.9038e-01
0.010,25,12.50, 3134.0,0.001,5.9428e-02
0.010,25,13.50, 2548.0,-0.003,-2.7093e-01
0.010,25,14.50, 1957.0,0.003,-1.5609e-01
0.010,25,15.50, 1536.0,-0.017,1.6275e-01
0.010,26,5.50, 13368.0,-0.001,-1.3734e-01
0.010,26,6.50, 11301.0,-0.001,1.2255e-01
0.010,26,7.50, 9114.0,0.002,-1.3713e-02
0.010,26,8.50, 7514.0,-0.001,-1.8126e-01
0.010,26,9.50, 6089.0,-0.004,8.3020e-02
0.010,26,10.50, 4839.0,-0.000,-1.8316e-01
0.010,26,11.50, 3973.0,-0.000,-3.4651e-01
0.010,26,12.50, 3117.0,-0.007,-2.2891e-01
0.010,26,13.50, 2449.0,0.009,-6.0452e-02
0.010,26,14.50, 2012.0,0.004,-2.1837e-01
0.010,26,15.50, 1567.0,-0.009,8.1391e-04
0.010,27,5.50, 13783.0,-0.001,7.2629e-02
0.010,27,6.50, 11274.0,0.004,1.5138e-01
0.010,27,7.50, 9189.0,-0.002,-7.0474e-02
0.010,27,8.50, 7579.0,0.002,5.3419e-02
0.010,27,9.50, 6082.0,0.003,-2.0834e-01
0.010,27,10.50, 4956.0,-0.003,-2.7797e-01
0.010,27,11.50, 3896.0,0.001,-2.9508e-01
0.010,27,12.50, 3104.0,0.008,-8.2888e-02
0.010,27,13.50, 2486.0,-0.001,-8.9618e-02
0.010,27,14.50, 2009.0,-0.005,-1.7555e-01
0.010,27,15.50, 1556.0,0.012,-7.9195e-02
0.010,28,5.50, 13592.0,0.003,4.4505e-02
0.010,28,6.50, 11300.0,-0.000,1.6793e-01
0.010,28,7.50, 9383.0,-0.002,-7.3921e-02
0.010,28,8.50, 7367.0,0.004,-1.9394e-01
0.010,28,9.50, 6046.0,0.002,7.4143e-02
0.010,28,10.50, 4937.0,-0.001,-2.0574e-02
0.010,28,11.50, 3961.0,-0.004,-8.6313e-02
0.010,28,12.50, 3192.0,-0.006,-3.6528e-01
0.010,28,13.50, 2412.0,-0.005,2.3677e-02
0.010,28,14.50, 2030.0,0.006,-1.7170e-01
0.010,28,15.50, 1518.0,0.001,-3.0050e-01
0.010,29,5.50, 13511.0,0.000,-8.3481e-02
0.010,29,6.50, 11200.0,0.005,1.0486e-02
0.010,29,7.50, 9136.0,-0.002,-2.4313e-01
0.010,29,8.50, 7367.0,-0.002,-1.5148e-01
0.010,29,9.50, 6164.0,0.000,-3.0411e-01
0.010,29,10.50, 4980.0,-0.001,-1.9642e-01
0.010,29,11.50, 3911.0,0.007,-9.3880e-02
0.010,29,12.50, 3167.0,0.005,-3.3533e-03
0.010,29,13.50, 2599.0,0.003,-1.5572e-01
0.010,29,14.50, 1980.0,-0.005,-1.6162e-01
0.010,29,15.50, 1537.0,0.003,-2.5492e-01
0.010,30,5.50, 13718.0,-0.003,-3.2608e-01
0.010,30,6.50, 11273.0,-0.001,1.7759e-01
0.010,30,7.50, 9068.0,-0.001,-9.5781e-02
0.010,30,8.50, 7508.0,-0.001,-3.1840e-02
0.010,30,9.50, 6064.0,0.001,1.0278e-02
0.010,30,10.50, 5007.0,-0.006,-1.2789e-01
0.010,30,11.50, 4026.0,-0.004,-3.5221e-01
0.010,30,12.50, 3141.0,-0.001,-2.2692e-02
0.010,30,13.50, 2519.0,-0.007,-2.2402e-01
0.010,30,14.50, 2012.0,0.005,1.4735e-02
0.010,30,15.50, 1525.0,-0.007,-3.6873e-01
0.010,31,5.50, 13505.0,-0.001,-6.0007e-01
0.010,31,6.50, 11314.0,-0.004,-2.6374e-01
0.010,31,7.50, 9228.0,0.001,-5.3066e-03
0.010,31,8.50, 7411.0,-0.008,1.2049e-02
0.010,31,9.50, 6148.0,0.000,-2.6016e-02
0.010,31,10.50, 4797.0,-0.004,-5.4257e-01
0.010,31,11.50, 3849.0,-0.001,-3.7466e-01
0.010,31,12.50, 3165.0,-0.003,-1.4511e-02
0.010,31,13.50, 2484.0,0.003,-1.5246e-01
0.010,31,14.50, 1976.0,-0.010,-1.0462e-01
0.010,31,15.50, 1533.0,0.009,-9.7550e-02
0.010,32,5.50, 13641.0,-0.003,-1.4527e-02
0.010,32,6.50, 11272.0,-0.003,-4.5916e-01
0.010,32,7.50, 9139.0,-0.002,-3.2718e-01
0.010,32,8.50, 7519.0,-0.002,-1.8137e-01
0.010,32,9.50, 6002.0,0.000,-2.7791e-01
0.010,32,10.50, 4838.0,-0.007,-4.3212e-01
0.010,32,11.50, 3895.0,-0.001,-6.4411e-01
0.010,32,12.50, 3153.0,0.003,-3.5495e-01
0.010,32,13.50, 2489.0,-0.003,-2.3833e-01
0.010,32,14.50, 2107.0,-0.001,-6.5863e-02
0.010,32,15.50, 1482.0,-0.002,-3.3646e-02
0.010,33,5.50, 13327.0,-0.002,-4.1403e-01
0.010,33,6.50, 11276.0,0.001,-2.4150e-01
0.010,33,7.50, 9201.0,0.001,-1.0802e-01
0.010,33,8.50, 7524.0,0.002,-1.0600e-01
0.010,33,9.50, 6076.0,0.003,-3.1346e-01
0.010,33,10.50, 5069.0,-0.003,-1.5629e-02
0.010,33,11.50, 3894.0,-0.002,-2.0338e-01
0.010,33,12.50, 3104.0,-0.004,-2.2152e-01
0.010,33,13.50, 2486.0,-0.017,-1.7950e-01
0.010,33,14.50, 1961.0,0.003,-3.7010e-01
0.010,33,15.50, 1550.0,-0.009,-2.0427e-01
0.010,34,5.50, 13594.0,0.003,-2.0150e-01
0.010,34,6.50, 11098.0,-0.005,-5.0469e-01
0.010,34,7.50, 9204.0,-0.001,-3.0793e-01
0.010,34,8.50, 7547.0,0.001,-2.4136e-01
0.010,34,9.50, 6113.0,-0.003,-1.7398e-01
0.010,34,10.50, 4930.0,-0.005,-3.3873e-01
0.010,34,11.50, 4001.0,-0.000,-1.7006e-01
0.010,34,12.50, 3193.0,-0.005,-1.9556e-01
0.010,34,13.50, 2485.0,-0.007,3.8415e-02
0.010,34,14.50, 2030.0,0.009,-1.3082e-01
0.010,34,15.50, 1531.0,-0.005,2.7282e-01
0.010,35,5.50, 13715.0,-0.002,-5.9881e-01
0.010,35,6.50, 11286.0,-0.002,-5.4770e-01
0.010,35,7.50, 9020.0,-0.002,-6.0486e-01
0.010,35,8.50, 7503.0,-0.003,-2.0933e-01
0.010,35,9.50, 6067.0,0.007,-3.9299e-01
0.010,35,10.50, 4856.0,-0.002,-1.9944e-01
0.010,35,11.50, 3998.0,0.005,-5.7347e-01
0.010,35,12.50, 3124.0,-0.003,-3.2233e-01
0.010,35,13.50, 2508.0,-0.003,-3.0316e-01
0.010,35,14.50, 1931.0,0.006,-2.1358e-01
0.010,35,15.50, 1495.0,0.002,-1.0790e-01
0.019,0,5.50, 13452.0,-0.005,-7.5427e-01
0.019,0,6.50, 11168.0,-0.008,-7.8467e-01
0.019,0,7.50, 9202.0,-0.005,-4.3199e-01
0.019,0,8.50, 7551.0,-0.010,-4.9247e-01
0.019,0,9.50, 6120.0,-0.005,-5.6825e-01
0.019,0,10.50, 4934.0,-0.007,-5.4990e-01
0.019,0,11.50, 3943.0,-0.002,-5.3864e-01
0.019,0,12.50, 3124.0,-0.009,-5.2685e-01
0.019,0,13.50, 2509.0,-0.004,-3.6318e-01
0.019,0,14.50, 1939.0,0.007,-5.3235e-01
0.019,0,15.50, 1512.0,0.002,-3.4617e-01
0.019,1,5.50, 13773.0,-0.001,-5.0836e-01
0.019,1,6.50, 11361.0,-0.004,-6.0103e-01
0.019,1,7.50, 9144.0,-0.009,-4.3085e-01
0.019,1,8.50, 7428.0,-0.002,-1.6876e-01
0.019,1,9.50, 6125.0,-0.003,-3.9162e-01
0.019,1,10.50, 4853.0,-0.004,-2.2144e-01
0.019,1,11.50, 3920.0,-0.003,-5.1755e-01
0.019,1,12.50, 3213.0,-0.013,-3.5598e-01
0.019,1,13.50, 2516.0,-0.001,-5.8463e-01
0.019,1,14.50, 1966.0,-0.003,-3.5452e-01
0.019,1,15.50, 1533.0,-0.019,-6.6482e-01
0.019,2,5.50, 13690.0,-0.007,-4.2606e-01
0.019,2,6.50, 11119.0,-0.006,-6.3569e-01
0.019,2,7.50, 9265.0,-0.009,-8.3571e-02
0.019,2,8.50, 7472.0,0.001,-9.5590e-02
0.019,2,9.50, 6123.0,-0.005,-5.8724e-01
0.019,2,10.50, 4959.0,-0.005,-2.8206e-01
0.019,2,11.50, 3929.0,-0.003,-2.1669e-01
0.019,2,12.50, 3089.0,-0.007,-2.4539e-01
0.019,2,13.50, 2492.0,-0.007,-3.7748e-01
0.019,2,14.50, 1987.0,0.009,-3.2444e-01
0.019,2,15.50, 1569.0,-0.000,-4.7630e-01
0.019,3,5.50, 13476.0,-0.008,-2.5003e-01
0.019,3,6.50, 11161.0,-0.000,3.6621e-02
0.019,3,7.50, 9327.0,0.001,-1.4840e-01
0.019,3,8.50, 7453.0,-0.001,-3.2773e-01
0.019,3,9.50, 6262.0,-0.008,6.2654e-02
0.019,3,10.50, 4886.0,-0.013,-4.0483e-01
0.019,3,11.50, 3930.0,-0.005,-4.4918e-01
0.019,3,12.50, 3212.0,-0.009,-5.2669e-01
0.019,3,13.50, 2449.0,0.007,-3.1936e-01
0.019,3,14.50, 2057.0,-0.004,-2.8322e-01
0.019,3,15.50, 1520.0,-0.011,-2.8684e-01
0.019,4,5.50, 13853.0,-0.001,-4.6984e-01
0.019,4,6.50, 11341.0,0.001,-4.7937e-01
0.019,4,7.50, 9130.0,-0.002,-1.2604e-01
0.019,4,8.50, 7475.0,-0.003,-6.1602e-02
0.019,4,9.50, 6117.0,0.004,-8.8955e-02
0.019,4,10.50, 4869.0,-0.003,-2.9480e-01
0.019,4,11.50, 4016.0,-0.004,-4.2898e-01
0.019,4,12.50, 3164.0,0.007,-1.6129e-01
0.019,4,13.50, 2582.0,-0.003,-1.0734e-01
0.019,4,14.50, 1893.0,-0.010,-3.2959e-01
0.019,4,15.50, 1563.0,-0.027,-6.6562e-01
0.019,5,5.50, 13321.0,-0.009,-8.4544e-01
0.019,5,6.50, 11272.0,-0.005,-5.1341e-01
0.019,5,7.50, 9261.0,-0.002,-3.3617e-01
0.019,5,8.50, 7492.0,-0.003,-4.3114e-01
0.019,5,9.50, 6173.0,-0.006,-2.1809e-01
0.019,5,10.50, 4924.0,-0.002,-1.6534e-01
0.019,5,11.50, 3997.0,0.006,-1.1500e-01
0.019,5,12.50, 3104.0,-0.011,-2.1148e-01
0.019,5,13.50, 2471.0,-0.001,-5.6170e-01
0.019,5,14.50, 1951.0,-0.005,-3.4303e-01
0.019,5,15.50, 1587.0,0.008,-4.3530e-01
0.019,6,5.50, 13640.0,-0.006,-3.5103e-01
0.019,6,6.50, 11246.0,0.005,-8.7224e-03
0.019,6,7.50, 9171.0,-0.001,-2.5838e-01
0.019,6,8.50, 7606.0,-0.004,-1.4305e-01
0.019,6,9.50, 6003.0,-0.001,1.6260e-01
0.019,6,10.50, 4878.0,-0.004,-1.1799e-01
0.019,6,11.50, 3870.0,0.006,-9.5546e-02
0.019,6,12.50, 3119.0,-0.009,-2.2289e-01
0.019,6,13.50, 2503.0,0.005,-4.9660e-01
0.019,6,14.50, 1906.0,-0.008,-3.9942e-01
0.019,6,15.50, 1478.0,-0.011,-1.7953e-01
0.019,7,5.50, 13560.0,-0.007,-1.5412e-01
0.019,7,6.50, 11187.0,-0.002,3.4343e-02
0.019,7,7.50, 9213.0,-0.001,-2.9294e-01
0.019,7,8.50, 7558.0,-0.000,2.1589e-01
0.019,7,9.50, 6185.0,0.001,-8.6941e-02
0.019,7,10.50, 4849.0,0.003,1.7393e-01
0.019,7,11.50, 3991.0,0.001,7.1618e-02
0.019,7,12.50, 3196.0,0.007,-2.8938e-01
0.019,7,13.50, 2558.0,-0.002,-3.0346e-01
0.019,7,14.50, 1956.0,-0.008,-1.0846e-02
0.019,7,15.50, 1587.0,0.001,-3.5626e-01
0.019,8,5.50, 13335.0,-0.002,-1.9191e-01
0.019,8,6.50, 11277.0,0.005,1.5975e-01
0.019,8,7.50, 9217.0,0.001,-2.3298e-01
0.019,8,8.50, 7407.0,-0.000,-1.5814e-01
0.019,8,9.50, 6006.0,-0.002,-3.3605e-01
0.019,8,10.50, 4853.0,-0.004,-1.7244e-01
0.019,8,11.50, 3833.0,-0.010,-2.2963e-01
0.019,8,12.50, 3206.0,-0.011,-2.9368e-01
0.019,8,13.50, 2493.0,-0.007,-2.9138e-01
0.019,8,14.50, 1947.0,0.001,-4.8154e-01
0.019,8,15.50, 1551.0,0.005,-3.1777e-01
0.019,9,5.50, 13299.0,-0.003,-1.6517e-01
0.019,9,6.50, 11008.0,-0.001,-1.0170e-01
0.019,9,7.50, 9231.0,-0.001,1.3996e-01
0.019,9,8.50, 7566.0,0.004,-1.0362e-01
0.019,9,9.50, 6029.0,0.002,-1.9270e-01
0.019,9,10.50, 4954.0,-0.007,-2.7384e-01
0.019,9,11.50, 3985.0,-0.003,-1.6854e-01
0.019,9,12.50, 3098.0,-0.013,-3.7408e-01
0.019,9,13.50, 2452.0,0.000,-3.6417e-01
0.019,9,14.50, 1974.0,0.007,-1.2351e-01
0.019,9,15.50, 1576.0,-0.007,-2.2880e-01
0.019,10,5.50, 13503.0,-0.003,-2.1850e-01
0.019,10,6.50, 11307.0,0.006,1.7742e-01
0.019,10,7.50, 9288.0,-0.002,-6.8890e-04
0.019,10,8.50, 7492.0,-0.002,-2.9506e-01
0.019,10,9.50, 6155.0,0.001,-3.2374e-01
0.019,10,10.50, 4924.0,-0.005,-3.0071e-01
0.019,10,11.50, 3992.0,0.004,-2.0048e-01
0.019,10,12.50, 3085.0,0.000,-3.5067e-02
0.019,10,13.50, 2575.0,-0.005,-1.5697e-01
0.019,10,14.50, 1970.0,-0.006,-4.7067e-01
0.019,10,15.50, 1554.0,-0.011,-2.3346e-01
0.019,11,5.50, 13550.0,-0.000,1.2463e-01
0.019,11,6.50, 11132.0,0.002,9.4936e-02
0.019,11,7.50, 9431.0,-0.006,-1.4406e-01
0.019,11,8.50, 7472.0,-0.003,-4.7717e-02
0.019,11,9.50, 5982.0,0.003,-1.1562e-01
0.019,11,10.50, 4976.0,-0.002,1.6633e-02
0.019,11,11.50, 3912.0,0.000,-3.4404e-01
0.019,11,12.50, 3144.0,0.002,-3.7396e-01
0.019,11,13.50, 2504.0,0.011,2.5032e-02
0.019,11,14.50, 1977.0,-0.010,-5.1438e-01
0.019,11,15.50, 1558.0,-0.002,-4.7642e-01
0.019,12,5.50, 13423.0,0.003,-6.3983e-02
0.019,12,6.50, 11311.0,0.001,1.2806e-01
0.019,12,7.50, 9295.0,-0.000,1.6845e-02
0.019,12,8.50, 7480.0,0.002,-2.1778e-02
0.019,12,9.50, 6134.0,-0.000,-1.8688e-02
0.019,12,10.50, 4871.0,-0.005,-1.2955e-01
0.019,12,11.50, 3936.0,-0.003,-4.6530e-01
0.019,12,12.50, 3112.0,0.002,-1.0009e-02
0.019,12,13.50, 2483.0,-0.008,3.9884e-02
0.019,12,14.50, 1969.0,-0.012,-4.0973e-01
0.019,12,15.50, 1561.0,-0.005,-3.6547e-01
0.019,13,5.50, 13636.0,0.003,5.9982e-02
0.019,13,6.50, 11180.0,-0.004,-6.6476e-02
0.019,13,7.50, 9185.0,-0.002,-1.0891e-01
0.019,13,8.50, 7452.0,-0.006,1.7843e-02
0.019,13,9.50, 6069.0,0.004,-7.8791e-02
0.019,13,10.50, 4950.0,-0.009,-2.5718e-01
0.019,13,11.50, 4040.0,-0.005,-3.1446e-01
0.019,13,12.50, 3114.0,0.005,-1.2768e-01
0.019,13,13.50, 2506.0,0.000,-1.2192e-01
0.019,13,14.50, 1930.0,0.011,1.2843e-01
0.019,13,15.50, 1565.0,-0.000,-1.5705e-01
0.019,14,5.50, 13462.0,0.001,-6.1703e-02
0.019,14,6.50, 11309.0,-0.000,-6.5475e-02
0.019,14,7.50, 9059.0,-0.000,-1.6662e-01
0.019,14,8.50, 7483.0,-0.012,-8.4420e-02
0.019,14,9.50, 6178.0,-0.001,-7.2644e-02
0.019,14,10.50, 4861.0,0.009,2.7322e-01
0.019,14,11.50, 3881.0,0.005,2.1228e-01
0.019,14,12.50, 3115.0,0.007,4.5303e-01
